Date 1,Date 2,Similarity
2016-11-04,2018-12-04,0.8096
2018-07-28,2016-07-10,0.8096
2021-10-30,2020-01-14,0.8096
2021-12-01,2018-10-31,0.8095
2021-12-13,2020-10-29,0.8095
2022-11-12,2020-10-29,0.8095
2021-12-05,2018-10-07,0.8095
2022-11-04,2018-10-07,0.8095
2018-08-06,2015-04-25,0.8095
2020-11-12,2017-11-18,0.8094
2020-01-02,2022-02-04,0.8094
2022-10-03,2020-11-15,0.8094
2022-07-31,2020-11-15,0.8094
2016-12-14,2018-10-30,0.8093
2022-11-13,2018-10-30,0.8093
2021-12-14,2018-10-30,0.8093
2017-09-10,2022-04-12,0.8092
2018-12-01,2020-10-31,0.8092
2020-03-17,2016-10-27,0.8092
2017-06-20,2021-06-18,0.8092
2020-03-02,2021-10-04,0.8090999999999999
2020-11-12,2016-10-29,0.809
2021-06-02,2020-03-02,0.809
2021-05-23,2015-02-06,0.809
2014-03-07,2016-06-19,0.809
2018-10-06,2018-12-04,0.809
2016-04-27,2014-03-12,0.809
2016-06-27,2016-06-06,0.8089
2016-06-07,2014-03-12,0.8089
2013-02-10,2013-11-19,0.8089
2017-11-28,2020-03-04,0.8089
2021-08-20,2022-11-19,0.8089
2021-08-20,2021-12-20,0.8089
2014-03-19,2013-11-16,0.8088
2022-02-01,2018-12-04,0.8088
2016-11-15,2020-01-14,0.8088
2020-01-14,2016-08-17,0.8088
2018-12-04,2017-04-08,0.8087000000000001
2018-12-01,2022-10-31,0.8086
2021-05-09,2021-04-21,0.8086
2017-02-06,2020-11-15,0.8086
2016-04-21,2015-07-30,0.8086
2013-11-14,2014-03-17,0.8085
2022-07-30,2022-11-01,0.8085
2022-10-30,2020-01-14,0.8085
2016-04-15,2016-04-26,0.8085
2021-07-29,2014-08-22,0.8085
2021-10-06,2020-01-04,0.8084
2018-07-28,2016-11-27,0.8084
2015-02-09,2013-04-11,0.8083
2020-11-01,2022-02-04,0.8083
2018-12-04,2017-02-01,0.8083
2018-12-04,2021-08-01,0.8083
2021-07-26,2014-02-25,0.8083
2018-11-27,2018-03-24,0.8081999999999999
2018-12-04,2021-09-14,0.8081999999999999
2022-02-06,2020-11-15,0.8081999999999999
2014-10-26,2013-05-09,0.8081999999999999
2018-07-28,2017-11-05,0.8081999999999999
2014-12-24,2014-01-24,0.8081999999999999
2015-01-31,2013-11-01,0.8081
2018-12-04,2022-10-06,0.8081
2016-12-02,2018-10-04,0.8081
2022-10-14,2020-11-09,0.8079999999999999
2017-03-14,2018-12-10,0.8079999999999999
2013-11-26,2013-07-23,0.8079999999999999
2014-12-18,2014-01-18,0.8079999999999999
2018-07-28,2017-07-05,0.8079000000000001
2018-12-04,2016-10-06,0.8078
2020-03-20,2019-01-21,0.8078
2018-04-01,2015-11-01,0.8078
2021-07-22,2014-01-02,0.8078
2018-12-13,2018-10-29,0.8078
2015-09-26,2013-05-09,0.8077
2018-12-04,2022-04-08,0.8076000000000001
2020-01-14,2016-10-30,0.8076000000000001
2022-09-26,2014-03-31,0.8075
2022-11-19,2017-11-11,0.8075
2014-10-14,2014-03-17,0.8075
2021-12-20,2017-11-11,0.8075
2013-02-12,2014-05-17,0.8075
2020-07-04,2014-01-04,0.8073
2018-12-04,2016-08-28,0.8073
2017-07-21,2018-12-10,0.8073
2017-06-01,2021-10-31,0.8073
2014-03-19,2014-05-16,0.8073
2018-07-08,2022-10-06,0.8072
2013-03-28,2013-03-16,0.8072
2021-06-02,2020-01-02,0.8072
2021-07-26,2014-01-06,0.8072
2013-04-11,2014-08-20,0.8072
2014-09-02,2016-03-03,0.8070999999999999
2018-12-02,2022-02-04,0.8070999999999999
2018-12-01,2022-07-16,0.807
2020-08-09,2014-09-17,0.807
2021-09-10,2022-04-12,0.8069
2020-01-10,2017-03-14,0.8069
2021-12-02,2018-10-04,0.8069
2022-11-01,2018-10-04,0.8069
2021-10-04,2020-01-02,0.8068000000000001
2013-02-12,2015-09-17,0.8068000000000001
2017-07-31,2020-11-15,0.8068000000000001
2013-07-15,2013-11-06,0.8067
2021-05-09,2020-12-21,0.8067
2016-06-12,2013-08-08,0.8067
2020-08-30,2017-12-16,0.8066
2018-08-06,2014-08-25,0.8065000000000001
2013-08-27,2015-07-29,0.8065000000000001
2017-07-30,2020-03-02,0.8065000000000001
2013-04-02,2015-04-29,0.8064
2014-02-08,2014-08-08,0.8064
2017-06-01,2016-11-16,0.8064
2016-03-03,2016-04-03,0.8062999999999999
2013-04-05,2014-02-26,0.8062
2020-06-01,2018-06-01,0.8062
2014-12-08,2014-08-23,0.8062
2018-09-25,2014-09-20,0.8062
2016-06-02,2014-09-17,0.8062
2014-09-30,2013-01-29,0.8061
2013-11-05,2013-06-12,0.8061
2013-07-30,2013-05-01,0.8061
2018-12-04,2017-07-28,0.8061
2018-12-04,2017-03-06,0.8061
2018-12-05,2020-10-07,0.8059999999999999
2018-10-07,2018-12-05,0.8059000000000001
2018-12-04,2017-08-01,0.8059000000000001
2018-12-01,2017-07-16,0.8058
2018-12-04,2017-09-14,0.8058
2018-08-03,2015-02-01,0.8057
2017-07-30,2020-01-02,0.8057
2022-07-30,2020-01-02,0.8057
2017-03-04,2020-01-02,0.8057
2014-10-01,2013-11-01,0.8057
2019-11-27,2019-07-27,0.8057
2016-11-11,2018-12-10,0.8055
2016-08-21,2018-12-10,0.8055
2021-05-20,2021-07-05,0.8054000000000001
2022-09-27,2014-05-08,0.8054000000000001
2016-03-21,2015-07-30,0.8053
2017-06-01,2022-10-31,0.8051999999999999
2020-01-10,2017-07-21,0.8051999999999999
2020-01-02,2022-10-04,0.8051999999999999
2017-02-04,2020-03-02,0.8051999999999999
2018-10-03,2020-03-16,0.8051999999999999
2018-11-26,2019-04-26,0.8051
2022-09-28,2016-04-28,0.805
2017-10-04,2020-03-02,0.805
2021-05-01,2015-02-28,0.805
2018-07-08,2017-04-08,0.805
2018-12-01,2017-03-31,0.8049
2013-08-29,2016-06-01,0.8049
2021-11-23,2015-02-06,0.8049
2021-05-10,2015-06-16,0.8047
2018-10-14,2017-06-10,0.8047
2022-03-23,2018-03-23,0.8047
2019-05-25,2019-05-24,0.8047
2020-03-13,2020-10-29,0.8046
2020-08-06,2015-06-26,0.8046
2020-03-17,2017-11-15,0.8045
2013-05-26,2013-07-06,0.8045
2020-10-06,2020-01-04,0.8044
2021-06-02,2022-11-01,0.8044
2022-10-14,2018-12-10,0.8044
2022-07-21,2018-12-10,0.8044
2020-11-30,2016-11-26,0.8044
2018-11-13,2019-04-13,0.8044
2016-04-15,2016-06-06,0.8043
2016-06-27,2016-04-26,0.8043
2017-12-16,2015-08-16,0.8043
2014-12-28,2015-06-28,0.8043
2016-07-29,2018-12-05,0.8040999999999999
2020-08-05,2019-04-05,0.8040999999999999
2017-06-01,2022-07-16,0.8040999999999999
2022-11-09,2019-01-31,0.8040999999999999
2021-12-10,2019-01-31,0.8040999999999999
2018-12-10,2020-10-14,0.8040999999999999
2014-03-16,2014-09-17,0.8040999999999999
2013-02-10,2014-10-19,0.8040999999999999
2014-05-04,2013-02-25,0.8039000000000001
2018-12-02,2022-10-04,0.8039000000000001
2017-06-20,2017-11-11,0.8039000000000001
2022-09-27,2016-03-27,0.8039000000000001
2013-01-12,2016-03-24,0.8039000000000001
2014-10-06,2014-03-09,0.8038
2017-02-06,2018-12-16,0.8038
2018-11-07,2015-06-02,0.8037000000000001
2014-09-30,2015-07-29,0.8037000000000001
2014-05-26,2013-05-09,0.8037000000000001
2014-07-31,2013-11-01,0.8036
2014-10-10,2014-09-19,0.8036
2018-09-04,2016-06-15,0.8036
2020-03-17,2022-07-15,0.8035
2016-11-02,2020-01-02,0.8035
2017-06-01,2017-03-31,0.8035
2020-10-06,2016-12-04,0.8034
2020-01-10,2016-11-11,0.8034
2020-01-10,2016-08-21,0.8034
2017-02-04,2020-01-02,0.8034
2017-06-01,2017-07-16,0.8034
2017-10-04,2022-11-01,0.8034
2014-09-20,2013-08-25,0.8034
2016-10-17,2020-03-16,0.8033
2021-11-20,2021-07-05,0.8033
2022-10-03,2020-03-16,0.8033
2022-07-31,2020-03-16,0.8033
2021-11-06,2014-01-26,0.8033
2018-10-26,2020-01-06,0.8033
2020-01-10,2022-07-21,0.8033
2018-10-19,2018-12-05,0.8033
2019-04-07,2015-04-29,0.8033
2020-10-06,2017-06-04,0.8031999999999999
2013-04-19,2015-04-13,0.8031999999999999
2013-12-31,2016-03-10,0.8031999999999999
2017-10-04,2020-01-02,0.8031999999999999
2017-08-04,2020-01-02,0.8031999999999999
2014-02-14,2015-04-14,0.8031999999999999
2020-03-06,2018-10-08,0.8031
2018-10-14,2022-11-09,0.8031
2018-10-14,2021-12-10,0.8031
2018-12-31,2022-07-01,0.8031
2018-03-27,2015-08-27,0.8031
2014-05-12,2013-02-17,0.8029999999999999
2018-10-08,2020-01-06,0.8029000000000001
2020-06-03,2021-09-03,0.8029000000000001
2022-10-14,2020-01-10,0.8028
2018-11-30,2022-03-16,0.8028
2020-03-04,2017-08-01,0.8027
2021-11-01,2015-02-28,0.8027
2018-07-28,2022-02-10,0.8027
2020-03-04,2017-04-08,0.8026000000000001
2018-07-28,2017-10-10,0.8026000000000001
2018-07-28,2017-08-10,0.8026000000000001
2017-02-04,2022-11-01,0.8026000000000001
2020-11-19,2021-10-11,0.8026000000000001
2020-10-19,2018-12-05,0.8024
2017-11-30,2020-03-02,0.8024
2020-03-17,2017-07-15,0.8024
2014-01-09,2015-02-07,0.8023
2020-03-17,2022-10-27,0.8023
2021-05-06,2014-01-26,0.8022
2021-08-04,2020-01-02,0.8022
2017-03-17,2020-03-16,0.8022
2016-11-03,2020-03-16,0.8022
2017-07-30,2020-11-01,0.8020999999999999
2018-11-27,2020-02-24,0.802
2013-02-12,2014-10-17,0.8019
2017-04-21,2022-01-30,0.8019
2018-07-28,2021-06-08,0.8019
2013-11-02,2013-05-21,0.8019
2022-04-21,2017-01-30,0.8018000000000001
2014-02-20,2014-01-11,0.8017
2018-10-06,2022-11-03,0.8017
2022-11-09,2020-10-14,0.8017
2021-12-10,2020-10-14,0.8017
2013-06-27,2013-03-20,0.8016
2021-05-28,2015-08-21,0.8016
2013-11-19,2014-03-22,0.8016
2014-08-03,2014-02-03,0.8016
2018-12-10,2016-10-14,0.8015000000000001
2019-04-03,2014-12-29,0.8015000000000001
2013-08-29,2014-09-29,0.8015000000000001
2014-10-25,2013-02-04,0.8015000000000001
2013-03-13,2013-06-11,0.8015000000000001
2022-04-21,2022-01-30,0.8014
2013-03-02,2014-03-30,0.8014
2021-08-04,2022-11-01,0.8012999999999999
2020-12-01,2022-08-01,0.8012999999999999
2018-08-19,2021-07-19,0.8012
2018-12-05,2021-10-19,0.8012
2018-10-30,2020-03-14,0.8011
2021-08-06,2018-12-16,0.8011
2022-02-06,2018-12-16,0.8009999999999999
2015-09-25,2013-02-04,0.8009999999999999
2017-12-03,2015-08-03,0.8009999999999999
2016-09-01,2022-01-30,0.8009000000000001
2017-04-21,2017-01-30,0.8009000000000001
2013-04-04,2014-02-27,0.8008
2018-12-13,2021-10-29,0.8007
2019-01-23,2018-12-15,0.8006
2016-11-02,2022-11-01,0.8006
2020-08-23,2015-06-08,0.8006
2014-03-02,2013-01-29,0.8005
2014-03-16,2014-10-12,0.8004000000000001
2018-11-13,2021-05-13,0.8004000000000001
2014-05-11,2013-02-18,0.8004000000000001
2013-02-17,2015-09-12,0.8003
2017-07-30,2021-12-02,0.8003
2017-07-30,2022-11-01,0.8003
2017-03-04,2022-11-01,0.8003
2018-11-27,2017-12-24,0.8001999999999999
2017-11-30,2022-11-01,0.8001999999999999
2013-07-24,2014-09-01,0.8001999999999999
2017-12-23,2018-03-23,0.8001
2018-06-17,2020-09-17,0.8001
2015-09-14,2014-09-15,0.8
2021-05-07,2014-08-29,0.7998999999999999
2018-12-05,2017-03-07,0.7998999999999999
2022-09-28,2016-06-08,0.7998000000000001
2022-07-28,2018-12-04,0.7998000000000001
2013-02-02,2013-05-27,0.7998000000000001
2015-01-31,2016-03-10,0.7997
2013-11-10,2014-03-14,0.7997
2021-05-23,2015-04-23,0.7995
2021-05-09,2016-04-22,0.7995
2019-04-05,2021-07-07,0.7995
2015-02-15,2014-01-18,0.7994
2020-01-10,2016-10-14,0.7994
2013-09-04,2013-09-15,0.7994
2020-08-03,2014-01-29,0.7994
2017-07-31,2020-03-16,0.7993000000000001
2018-07-08,2017-08-01,0.7993000000000001
2017-02-01,2020-03-04,0.7993000000000001
2021-08-01,2020-03-04,0.7993000000000001
2014-10-02,2013-05-21,0.7993000000000001
2018-12-05,2022-10-07,0.7992
2017-11-30,2020-01-02,0.7990999999999999
2020-07-10,2015-07-31,0.7990999999999999
2014-01-24,2014-02-08,0.7990999999999999
2020-03-06,2018-10-26,0.799
2022-09-28,2014-09-22,0.7989
2022-02-01,2020-03-04,0.7988
2016-10-06,2020-03-04,0.7988
2013-11-02,2013-08-18,0.7988
2017-07-13,2018-12-15,0.7987000000000001
2020-01-14,2019-01-27,0.7986
2020-08-30,2018-03-16,0.7986
2015-09-02,2016-03-11,0.7985
2020-08-03,2014-02-03,0.7984
2022-03-27,2015-08-27,0.7984
2016-03-27,2014-05-08,0.7983
2022-02-20,2018-12-20,0.7981
2015-07-29,2016-03-14,0.7979
2014-08-10,2013-04-22,0.7979
2013-04-21,2014-01-21,0.7978000000000001
2014-12-09,2014-02-22,0.7978000000000001
2018-08-06,2014-12-06,0.7977
2018-12-31,2016-08-01,0.7977
2018-12-31,2016-11-26,0.7977
2018-12-31,2018-02-02,0.7977
2021-12-04,2020-04-08,0.7977
2015-09-04,2016-06-04,0.7976000000000001
2015-09-04,2016-04-24,0.7976000000000001
2016-02-19,2016-05-19,0.7976000000000001
2018-12-05,2016-10-07,0.7976000000000001
2022-09-30,2016-06-10,0.7975
2018-08-29,2014-01-29,0.7973
2021-11-23,2015-04-23,0.7973
2021-09-14,2020-03-04,0.7973
2020-10-30,2020-03-14,0.7972
2022-01-22,2018-12-09,0.7972
2014-05-01,2016-03-10,0.7972
2014-01-09,2015-04-22,0.7970999999999999
2014-04-28,2013-09-21,0.7970999999999999
2018-12-17,2018-10-27,0.7970999999999999
2017-07-28,2020-03-04,0.7970999999999999
2017-03-06,2020-03-04,0.7970999999999999
2019-04-20,2020-08-20,0.797
2019-01-21,2018-12-20,0.7968999999999999
2018-02-03,2017-07-05,0.7968999999999999
2021-11-07,2015-06-02,0.7968000000000001
2020-11-13,2019-01-27,0.7968000000000001
2014-10-05,2013-06-12,0.7967
2016-03-27,2014-03-12,0.7967
2016-07-29,2020-11-04,0.7967
2022-02-20,2019-03-15,0.7967
2013-09-08,2013-01-07,0.7967
2018-12-17,2019-01-25,0.7966
2014-03-23,2016-06-12,0.7966
2020-08-11,2019-04-11,0.7966
2020-01-13,2018-10-29,0.7965000000000001
2014-09-02,2013-08-06,0.7964
2016-08-28,2020-03-04,0.7964
2020-10-03,2021-12-16,0.7964
2020-10-03,2022-11-15,0.7964
2014-08-04,2015-04-04,0.7963
2013-12-21,2014-07-21,0.7962
2018-08-15,2020-07-15,0.7959999999999999
2014-10-12,2013-11-12,0.7959999999999999
2022-10-19,2020-11-04,0.7959
2022-07-27,2020-11-04,0.7959
2019-04-20,2020-07-25,0.7959
2013-06-11,2014-05-04,0.7958
2017-07-18,2020-03-13,0.7957
2020-10-19,2016-12-05,0.7956
2014-10-23,2013-02-06,0.7956
2014-11-07,2014-07-07,0.7956
2018-08-06,2015-02-04,0.7956
2021-05-09,2016-06-02,0.7955
2013-01-04,2013-09-05,0.7954000000000001
2017-03-29,2020-03-13,0.7954000000000001
2014-08-16,2015-02-13,0.7954000000000001
2013-04-29,2014-02-03,0.7954000000000001
2018-12-31,2017-07-01,0.7954000000000001
2019-01-21,2020-11-19,0.7954000000000001
2013-09-26,2014-04-13,0.7951999999999999
2021-07-12,2014-01-12,0.7951
2016-09-01,2017-01-30,0.795
2017-09-01,2017-01-30,0.795
2013-08-06,2013-02-03,0.795
2014-05-07,2016-03-28,0.7948999999999999
2022-09-22,2016-04-22,0.7948999999999999
2016-12-20,2017-11-11,0.7948000000000001
2014-05-02,2013-05-21,0.7948000000000001
2021-10-08,2020-03-06,0.7948000000000001
2020-03-06,2021-10-26,0.7948000000000001
2013-09-10,2013-10-12,0.7947
2019-01-20,2014-04-08,0.7947
2016-07-04,2016-12-02,0.7947
2020-08-30,2022-03-16,0.7946
2016-07-04,2019-03-10,0.7945
2014-09-23,2014-03-09,0.7945
2020-12-17,2014-09-11,0.7944
2015-09-18,2013-02-11,0.7943000000000001
2017-08-29,2020-11-04,0.7943000000000001
2022-09-22,2022-08-21,0.7943000000000001
2020-04-21,2017-01-30,0.7943000000000001
2018-12-05,2021-10-07,0.7942
2018-11-06,2014-02-06,0.7942
2016-08-26,2020-03-06,0.7942
2020-03-06,2016-10-08,0.7942
2020-03-06,2016-10-26,0.7942
2014-04-21,2013-10-21,0.7942
2018-10-19,2016-12-05,0.7940999999999999
2019-04-10,2015-06-16,0.794
2013-11-26,2013-05-09,0.7937000000000001
2014-01-23,2014-08-09,0.7937000000000001
2020-10-03,2020-11-15,0.7937000000000001
2022-09-22,2021-04-21,0.7937000000000001
2015-11-16,2018-04-16,0.7936
2020-08-07,2015-04-29,0.7936
2020-06-02,2018-06-02,0.7935
2013-01-11,2013-05-24,0.7935
2021-10-14,2018-12-10,0.7935
2021-06-15,2016-12-23,0.7934
2020-07-16,2014-08-16,0.7934
2020-04-21,2022-01-30,0.7934
2020-01-10,2021-10-14,0.7934
2020-01-04,2017-04-08,0.7934
2018-08-04,2014-08-27,0.7934
2013-01-06,2013-07-19,0.7933
2018-08-29,2014-02-03,0.7931999999999999
2020-08-09,2013-11-12,0.7931999999999999
2016-10-19,2018-12-05,0.7931
2015-09-09,2013-02-20,0.7931
2022-09-28,2015-09-07,0.7931
2017-07-26,2018-12-06,0.7929999999999999
2017-03-26,2018-12-06,0.7929999999999999
2019-04-07,2014-12-02,0.7929999999999999
2015-10-09,2018-01-09,0.7929
2022-08-17,2014-09-11,0.7929
2021-04-17,2014-09-11,0.7929
2016-08-13,2018-12-15,0.7928000000000001
2016-11-19,2018-12-15,0.7928000000000001
2013-04-02,2014-08-29,0.7928000000000001
2021-11-03,2014-08-03,0.7927
2016-09-17,2018-07-05,0.7927
2022-11-19,2019-01-21,0.7927
2021-12-20,2019-01-21,0.7927
2014-05-18,2013-02-11,0.7926000000000001
2015-07-29,2014-04-10,0.7925
2022-09-28,2014-10-07,0.7925
2014-12-09,2014-08-22,0.7925
2017-06-14,2018-10-30,0.7924
2018-11-23,2015-06-08,0.7924
2022-09-27,2014-10-08,0.7923
2020-08-02,2022-03-16,0.7923
2014-03-04,2016-03-10,0.7923
2016-03-13,2014-09-29,0.7922
2022-09-12,2014-09-26,0.7922
2022-08-17,2015-09-18,0.7920999999999999
2021-05-11,2019-04-11,0.7920999999999999
2014-09-13,2013-02-13,0.7920999999999999
2018-11-30,2018-03-16,0.7920999999999999
2013-04-01,2014-01-01,0.7920999999999999
2018-11-03,2014-02-03,0.792
2018-12-05,2016-11-05,0.792
2020-08-26,2019-04-26,0.7918999999999999
2021-05-03,2014-08-03,0.7918999999999999
2021-05-27,2018-11-27,0.7918999999999999
2018-03-17,2015-08-17,0.7918000000000001
2017-07-30,2016-12-02,0.7918000000000001
2013-03-13,2014-05-04,0.7918000000000001
2013-09-19,2014-04-30,0.7918000000000001
2017-03-30,2020-03-14,0.7917000000000001
2022-07-09,2016-12-23,0.7917000000000001
2016-12-20,2019-01-21,0.7917000000000001
2020-12-20,2015-09-14,0.7916
2015-04-10,2013-04-22,0.7916
2018-12-28,2020-03-28,0.7916
2018-07-28,2021-08-10,0.7915000000000001
2017-06-20,2019-01-21,0.7915000000000001
2019-04-06,2014-12-26,0.7915000000000001
2016-08-26,2020-01-06,0.7914
2016-10-08,2020-01-06,0.7914
2017-07-26,2020-01-06,0.7914
2016-10-26,2020-01-06,0.7914
2017-03-26,2020-01-06,0.7914
2014-02-21,2013-04-10,0.7914
2016-06-09,2014-10-06,0.7913
2017-02-20,2020-01-20,0.7913
2017-11-13,2018-12-15,0.7913
2018-11-03,2014-01-29,0.7912
2022-09-27,2014-03-12,0.7912
2020-11-03,2017-04-08,0.7912
2018-05-26,2020-05-26,0.7912
2022-07-04,2021-12-28,0.7911
2013-11-10,2014-09-19,0.7911
2013-04-01,2015-06-01,0.7911
2020-01-04,2016-08-28,0.7911
2021-08-29,2020-11-04,0.7911
2013-11-26,2013-08-06,0.7909999999999999
2021-11-23,2014-12-08,0.7909999999999999
2013-01-11,2014-04-10,0.7909999999999999
2014-09-30,2013-07-08,0.7909999999999999
2014-05-09,2013-02-20,0.7909999999999999
2022-10-08,2018-12-06,0.7909999999999999
2022-07-26,2018-12-06,0.7909999999999999
2018-12-06,2017-03-08,0.7909999999999999
2014-09-11,2013-02-11,0.7909
2014-09-30,2013-08-15,0.7908
2020-03-10,2020-10-14,0.7908
2021-11-21,2018-11-21,0.7908
2014-03-24,2014-10-22,0.7907
2020-11-30,2017-07-01,0.7906
2018-12-17,2020-10-27,0.7905
2018-08-08,2021-07-28,0.7905
2016-07-06,2020-03-16,0.7905
2016-07-04,2021-12-02,0.7904000000000001
2016-07-04,2022-11-01,0.7904000000000001
2015-09-05,2013-06-12,0.7904000000000001
2022-10-08,2020-01-06,0.7904000000000001
2022-07-26,2020-01-06,0.7904000000000001
2018-12-06,2020-10-26,0.7903
2018-12-06,2020-10-08,0.7903
2021-05-21,2018-11-21,0.7903
2017-11-27,2018-12-05,0.7902
2016-11-14,2020-03-13,0.7902
2016-08-18,2020-03-13,0.7902
2016-06-25,2015-07-30,0.7901
2020-07-18,2014-12-18,0.7901
2021-05-26,2022-03-27,0.79
2021-10-08,2020-01-06,0.79
2021-10-26,2020-01-06,0.79
2013-07-20,2015-09-23,0.7898999999999999
2014-03-21,2013-07-17,0.7898999999999999
2021-12-04,2018-02-16,0.7898000000000001
2022-11-03,2018-02-16,0.7898000000000001
2021-05-09,2013-11-12,0.7898000000000001
2018-11-20,2020-08-20,0.7898000000000001
2022-07-17,2020-03-14,0.7898000000000001
2017-07-17,2020-03-14,0.7898000000000001
2022-09-22,2020-12-21,0.7898000000000001
2018-02-22,2019-03-13,0.7897
2018-08-17,2021-07-17,0.7897
2022-01-22,2019-03-13,0.7897
2022-08-17,2014-05-18,0.7897
2021-04-17,2014-05-18,0.7897
2021-10-30,2020-03-14,0.7897
2020-08-29,2019-04-29,0.7897
2020-07-25,2020-08-20,0.7896
2020-03-13,2017-11-18,0.7896
2021-04-25,2015-09-05,0.7896
2022-10-30,2020-03-14,0.7896
2020-01-04,2021-09-14,0.7895
2021-11-20,2020-08-20,0.7895
2021-07-09,2014-02-03,0.7895
2020-01-04,2022-10-06,0.7895
2022-09-05,2016-03-05,0.7894
2013-01-06,2013-05-13,0.7894
2019-04-23,2015-06-08,0.7894
2013-09-27,2013-10-14,0.7893000000000001
2014-03-02,2013-07-08,0.7893000000000001
2020-01-04,2021-08-01,0.7892
2020-01-04,2017-08-01,0.7892
2020-01-13,2019-01-28,0.7892
2017-10-04,2019-03-10,0.7890999999999999
2017-08-04,2019-03-10,0.7890999999999999
2018-08-21,2020-08-11,0.7890999999999999
2014-10-09,2013-02-20,0.789
2018-08-21,2020-07-21,0.789
2014-12-28,2014-02-04,0.789
2022-08-25,2015-09-05,0.7889
2018-12-06,2022-10-26,0.7889
2020-12-17,2014-05-18,0.7889
2017-02-04,2019-03-10,0.7888
2015-06-22,2013-04-22,0.7888
2022-03-11,2015-08-11,0.7888
2014-03-02,2013-08-15,0.7887000000000001
2022-08-05,2020-12-05,0.7887000000000001
2020-01-04,2016-10-06,0.7887000000000001
2021-07-09,2014-01-29,0.7887000000000001
2020-03-10,2019-01-31,0.7887000000000001
2021-07-24,2015-02-02,0.7886
2022-09-28,2014-05-07,0.7886
2020-10-03,2018-12-16,0.7886
2018-12-17,2017-11-15,0.7886
2020-09-27,2018-06-27,0.7885
2018-08-25,2020-08-20,0.7885
2013-11-15,2013-02-14,0.7885
2017-11-21,2018-12-10,0.7885
2020-11-03,2017-08-01,0.7884
2018-09-13,2015-07-30,0.7884
2016-11-15,2020-03-14,0.7884
2016-08-17,2020-03-14,0.7884
2020-12-20,2014-05-14,0.7883
2020-11-03,2017-09-14,0.7883
2014-09-22,2016-03-28,0.7881999999999999
2020-10-06,2022-11-03,0.7879999999999999
2018-05-28,2020-05-28,0.7879999999999999
2020-11-03,2017-02-01,0.7879
2020-11-03,2021-08-01,0.7879
2022-10-06,2020-03-04,0.7879
2013-11-17,2013-08-13,0.7879
2014-08-12,2013-04-20,0.7878000000000001
2020-11-03,2021-09-14,0.7878000000000001
2020-11-03,2022-10-06,0.7877
2017-08-20,2020-11-19,0.7877
2018-11-05,2018-08-27,0.7876000000000001
2020-01-04,2017-09-14,0.7876000000000001
2017-02-20,2018-12-20,0.7876000000000001
2013-04-19,2014-02-13,0.7876000000000001
2020-07-06,2015-02-04,0.7875
2020-11-03,2016-10-06,0.7874
2021-11-26,2019-04-26,0.7874
2017-08-20,2018-12-20,0.7873
2014-09-14,2015-09-15,0.7873
2020-10-06,2018-12-04,0.7872
2017-11-17,2020-03-14,0.7872
2018-09-15,2018-09-26,0.7870999999999999
2021-07-29,2014-01-09,0.7870999999999999
2016-11-21,2020-01-20,0.7870999999999999
2016-10-11,2020-01-20,0.7870999999999999
2014-09-24,2013-06-12,0.787
2020-11-03,2016-08-28,0.787
2020-08-07,2014-12-02,0.7868999999999999
2017-07-11,2020-03-20,0.7868
2018-10-07,2016-12-05,0.7868
2013-06-07,2013-01-08,0.7868
2015-09-16,2014-03-19,0.7868
2017-02-20,2020-03-20,0.7867000000000001
2016-10-30,2020-03-14,0.7867000000000001
2017-07-11,2020-01-20,0.7866
2020-01-03,2017-03-28,0.7866
2021-05-26,2019-04-26,0.7865000000000001
2014-10-18,2013-02-11,0.7864
2021-05-20,2020-08-20,0.7863
2013-01-17,2013-10-21,0.7863
2020-03-13,2016-10-29,0.7862
2021-07-01,2020-07-21,0.7862
2022-08-17,2014-10-18,0.7861
2021-11-10,2015-06-16,0.7859999999999999
2015-11-23,2018-04-23,0.7859
2016-11-21,2020-03-20,0.7859
2016-10-11,2020-03-20,0.7859
2021-06-18,2019-03-15,0.7859
2016-12-14,2019-01-27,0.7857999999999999
2020-11-30,2018-02-02,0.7857999999999999
2016-04-25,2014-09-20,0.7857999999999999
2013-05-28,2013-09-15,0.7857
2020-01-03,2016-10-28,0.7857
2020-01-03,2021-10-05,0.7857
2020-07-06,2014-12-06,0.7857
2020-07-10,2015-04-21,0.7857
2019-03-14,2017-02-19,0.7856000000000001
2021-08-20,2020-01-20,0.7856000000000001
2021-05-07,2014-01-02,0.7856000000000001
2022-03-12,2015-08-12,0.7855
2022-07-28,2020-03-04,0.7855
2022-09-26,2018-09-15,0.7854000000000001
2013-07-13,2014-10-04,0.7853
2013-02-12,2013-11-17,0.7853
2020-08-06,2015-02-23,0.7853
2022-09-26,2018-09-26,0.7852
2018-12-17,2022-07-15,0.7852
2013-04-04,2014-12-04,0.7852
2021-06-02,2019-03-10,0.7851
2021-12-04,2018-10-06,0.785
2014-08-23,2014-01-08,0.785
2013-08-08,2013-07-18,0.7848999999999999
2014-09-27,2013-05-21,0.7848999999999999
2020-04-12,2022-04-12,0.7847
2020-01-03,2016-10-05,0.7847
2014-06-20,2013-07-31,0.7847
2017-02-20,2020-11-19,0.7846
2021-08-04,2019-03-10,0.7846
2018-12-17,2017-07-15,0.7845
2021-07-19,2014-02-13,0.7845
2018-11-07,2015-04-29,0.7845
2019-04-21,2018-11-21,0.7845
2020-08-06,2014-12-26,0.7845
